,Name,Congress,State,Start_Date,End_Date,Party,Since_Year,End_Year,Previously_Rep?
985,James R. Langevin,rep,RI,2011-01-05,2013-01-03,Democrat,2011,2013,Y
986,James R. Langevin,rep,RI,2013-01-03,2015-01-03,Democrat,2013,2015,Y
987,James R. Langevin,rep,RI,2015-01-06,2017-01-03,Democrat,2015,2017,Y
988,James R. Langevin,rep,RI,2017-01-03,2019-01-03,Democrat,2017,2019,Y
989,James R. Langevin,rep,RI,2019-01-03,2021-01-03,Democrat,2019,2021,Y
990,James R. Langevin,rep,RI,2021-01-03,2023-01-03,Democrat,2021,2023,Y
991,James Lankford,rep,OK,2011-01-05,2013-01-03,Republican,2011,2013,Y
992,James Lankford,rep,OK,2013-01-03,2015-01-03,Republican,2013,2015,Y
993,James Lankford,sen,OK,2015-01-06,2017-01-03,Republican,2015,2017,Y
994,James Lankford,sen,OK,2017-01-03,2023-01-03,Republican,2017,2023,Y
995,Rick Larsen,rep,WA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
996,Rick Larsen,rep,WA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
997,Rick Larsen,rep,WA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
998,Rick Larsen,rep,WA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
999,Rick Larsen,rep,WA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1000,Rick Larsen,rep,WA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1001,Rick Larsen,rep,WA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1002,Rick Larsen,rep,WA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1003,Rick Larsen,rep,WA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1004,Rick Larsen,rep,WA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1005,Rick Larsen,rep,WA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1006,John B. Larson,rep,CT,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1007,John B. Larson,rep,CT,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1008,John B. Larson,rep,CT,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1009,John B. Larson,rep,CT,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1010,John B. Larson,rep,CT,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1011,John B. Larson,rep,CT,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1012,John B. Larson,rep,CT,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1013,John B. Larson,rep,CT,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1014,John B. Larson,rep,CT,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1015,John B. Larson,rep,CT,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1016,John B. Larson,rep,CT,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1017,John B. Larson,rep,CT,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1018,Robert E. Latta,rep,OH,2007-12-13,2009-01-03,Republican,2007,2009,Y
1019,Robert E. Latta,rep,OH,2009-01-06,2011-01-03,Republican,2009,2011,Y
1020,Robert E. Latta,rep,OH,2011-01-05,2013-01-03,Republican,2011,2013,Y
1021,Robert E. Latta,rep,OH,2013-01-03,2015-01-03,Republican,2013,2015,Y
1022,Robert E. Latta,rep,OH,2015-01-06,2017-01-03,Republican,2015,2017,Y
1023,Robert E. Latta,rep,OH,2017-01-03,2019-01-03,Republican,2017,2019,Y
1024,Robert E. Latta,rep,OH,2019-01-03,2021-01-03,Republican,2019,2021,Y
1025,Robert E. Latta,rep,OH,2021-01-03,2023-01-03,Republican,2021,2023,Y
1026,Patrick J. Leahy,sen,VT,1975-01-14,1981-01-03,Democrat,1975,1981,
1027,Patrick J. Leahy,sen,VT,1981-01-05,1987-01-03,Democrat,1981,1987,
1028,Patrick J. Leahy,sen,VT,1987-01-06,1993-01-03,Democrat,1987,1993,
1029,Patrick J. Leahy,sen,VT,1993-01-05,1999-01-03,Democrat,1993,1999,
1030,Patrick J. Leahy,sen,VT,1999-01-06,2005-01-03,Democrat,1999,2005,
1031,Patrick J. Leahy,sen,VT,2005-01-04,2011-01-03,Democrat,2005,2011,
1032,Patrick J. Leahy,sen,VT,2011-01-05,2017-01-03,Democrat,2011,2017,
1033,Patrick J. Leahy,sen,VT,2017-01-03,2023-01-03,Democrat,2017,2023,
1034,Barbara Lee,rep,CA,1998-04-07,1999-01-03,Democrat,1998,1999,Y
1035,Barbara Lee,rep,CA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1036,Barbara Lee,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1037,Barbara Lee,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1038,Barbara Lee,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1039,Barbara Lee,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1040,Barbara Lee,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1041,Barbara Lee,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1042,Barbara Lee,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1043,Barbara Lee,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1044,Barbara Lee,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1045,Barbara Lee,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1046,Barbara Lee,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1047,Mike Lee,sen,UT,2011-01-05,2017-01-03,Republican,2011,2017,
1048,Mike Lee,sen,UT,2017-01-03,2023-01-03,Republican,2017,2023,
1049,Zoe Lofgren,rep,CA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1050,Zoe Lofgren,rep,CA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1051,Zoe Lofgren,rep,CA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1052,Zoe Lofgren,rep,CA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1053,Zoe Lofgren,rep,CA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1054,Zoe Lofgren,rep,CA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1055,Zoe Lofgren,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1056,Zoe Lofgren,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1057,Zoe Lofgren,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1058,Zoe Lofgren,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1059,Zoe Lofgren,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1060,Zoe Lofgren,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1061,Zoe Lofgren,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1062,Zoe Lofgren,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1063,Billy Long,rep,MO,2011-01-05,2013-01-03,Republican,2011,2013,Y
1064,Billy Long,rep,MO,2013-01-03,2015-01-03,Republican,2013,2015,Y
1065,Billy Long,rep,MO,2015-01-06,2017-01-03,Republican,2015,2017,Y
1066,Billy Long,rep,MO,2017-01-03,2019-01-03,Republican,2017,2019,Y
1067,Billy Long,rep,MO,2019-01-03,2021-01-03,Republican,2019,2021,Y
1068,Billy Long,rep,MO,2021-01-03,2023-01-03,Republican,2021,2023,Y
1069,Frank D. Lucas,rep,OK,1993-05-10,1995-01-03,Republican,1993,1995,Y
1070,Frank D. Lucas,rep,OK,1995-01-04,1997-01-03,Republican,1995,1997,Y
1071,Frank D. Lucas,rep,OK,1997-01-07,1999-01-03,Republican,1997,1999,Y
1072,Frank D. Lucas,rep,OK,1999-01-06,2001-01-03,Republican,1999,2001,Y
1073,Frank D. Lucas,rep,OK,2001-01-03,2003-01-03,Republican,2001,2003,Y
1074,Frank D. Lucas,rep,OK,2003-01-07,2005-01-03,Republican,2003,2005,Y
1075,Frank D. Lucas,rep,OK,2005-01-04,2007-01-03,Republican,2005,2007,Y
1076,Frank D. Lucas,rep,OK,2007-01-04,2009-01-03,Republican,2007,2009,Y
1077,Frank D. Lucas,rep,OK,2009-01-06,2011-01-03,Republican,2009,2011,Y
1078,Frank D. Lucas,rep,OK,2011-01-05,2013-01-03,Republican,2011,2013,Y
1079,Frank D. Lucas,rep,OK,2013-01-03,2015-01-03,Republican,2013,2015,Y
1080,Frank D. Lucas,rep,OK,2015-01-06,2017-01-03,Republican,2015,2017,Y
1081,Frank D. Lucas,rep,OK,2017-01-03,2019-01-03,Republican,2017,2019,Y
1082,Frank D. Lucas,rep,OK,2019-01-03,2021-01-03,Republican,2019,2021,Y
1083,Frank D. Lucas,rep,OK,2021-01-03,2023-01-03,Republican,2021,2023,Y
1084,Blaine Luetkemeyer,rep,MO,2009-01-06,2011-01-03,Republican,2009,2011,Y
1085,Blaine Luetkemeyer,rep,MO,2011-01-05,2013-01-03,Republican,2011,2013,Y
1086,Blaine Luetkemeyer,rep,MO,2013-01-03,2015-01-03,Republican,2013,2015,Y
1087,Blaine Luetkemeyer,rep,MO,2015-01-06,2017-01-03,Republican,2015,2017,Y
1088,Blaine Luetkemeyer,rep,MO,2017-01-03,2019-01-03,Republican,2017,2019,Y
1089,Blaine Luetkemeyer,rep,MO,2019-01-03,2021-01-03,Republican,2019,2021,Y
1090,Blaine Luetkemeyer,rep,MO,2021-01-03,2023-01-03,Republican,2021,2023,Y
1091,Ben Ray Luján,rep,NM,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1092,Ben Ray Luján,rep,NM,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1093,Ben Ray Luján,rep,NM,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1094,Ben Ray Luján,rep,NM,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1095,Ben Ray Luján,rep,NM,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1096,Ben Ray Luján,rep,NM,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1097,Ben Ray Luján,sen,NM,2021-01-03,2027-01-03,Democrat,2021,2027,Y
1098,Stephen F. Lynch,rep,MA,2001-10-23,2003-01-03,Democrat,2001,2003,Y
1099,Stephen F. Lynch,rep,MA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1100,Stephen F. Lynch,rep,MA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1101,Stephen F. Lynch,rep,MA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1102,Stephen F. Lynch,rep,MA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1103,Stephen F. Lynch,rep,MA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1104,Stephen F. Lynch,rep,MA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1105,Stephen F. Lynch,rep,MA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1106,Stephen F. Lynch,rep,MA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1107,Stephen F. Lynch,rep,MA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1108,Stephen F. Lynch,rep,MA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1109,Carolyn B. Maloney,rep,NY,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1110,Carolyn B. Maloney,rep,NY,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1111,Carolyn B. Maloney,rep,NY,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1112,Carolyn B. Maloney,rep,NY,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1113,Carolyn B. Maloney,rep,NY,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1114,Carolyn B. Maloney,rep,NY,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1115,Carolyn B. Maloney,rep,NY,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1116,Carolyn B. Maloney,rep,NY,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1117,Carolyn B. Maloney,rep,NY,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1118,Carolyn B. Maloney,rep,NY,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1119,Carolyn B. Maloney,rep,NY,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1120,Carolyn B. Maloney,rep,NY,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1121,Carolyn B. Maloney,rep,NY,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1122,Carolyn B. Maloney,rep,NY,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1123,Carolyn B. Maloney,rep,NY,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1124,Edward J. Markey,rep,MA,1975-01-14,1977-01-03,Democrat,1975,1977,Y
1125,Edward J. Markey,rep,MA,1977-01-04,1979-01-03,Democrat,1977,1979,Y
1126,Edward J. Markey,rep,MA,1979-01-15,1981-01-03,Democrat,1979,1981,Y
1127,Edward J. Markey,rep,MA,1981-01-05,1983-01-03,Democrat,1981,1983,Y
1128,Edward J. Markey,rep,MA,1983-01-03,1985-01-03,Democrat,1983,1985,Y
1129,Edward J. Markey,rep,MA,1985-01-03,1987-01-03,Democrat,1985,1987,Y
1130,Edward J. Markey,rep,MA,1987-01-06,1989-01-03,Democrat,1987,1989,Y
1131,Edward J. Markey,rep,MA,1989-01-03,1991-01-03,Democrat,1989,1991,Y
1132,Edward J. Markey,rep,MA,1991-01-03,1993-01-03,Democrat,1991,1993,Y
1133,Edward J. Markey,rep,MA,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1134,Edward J. Markey,rep,MA,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1135,Edward J. Markey,rep,MA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1136,Edward J. Markey,rep,MA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1137,Edward J. Markey,rep,MA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1138,Edward J. Markey,rep,MA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1139,Edward J. Markey,rep,MA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1140,Edward J. Markey,rep,MA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1141,Edward J. Markey,rep,MA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1142,Edward J. Markey,rep,MA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1143,Edward J. Markey,rep,MA,2013-01-03,2013-07-15,Democrat,2013,2013,Y
1144,Edward J. Markey,sen,MA,2013-07-16,2015-01-03,Democrat,2013,2015,Y
1145,Edward J. Markey,sen,MA,2015-01-06,2021-01-03,Democrat,2015,2021,Y
1146,Edward J. Markey,sen,MA,2021-01-03,2027-01-03,Democrat,2021,2027,Y
1147,Doris O. Matsui,rep,CA,2005-03-10,2007-01-03,Democrat,2005,2007,Y
1148,Doris O. Matsui,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1149,Doris O. Matsui,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1150,Doris O. Matsui,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1151,Doris O. Matsui,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1152,Doris O. Matsui,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1153,Doris O. Matsui,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1154,Doris O. Matsui,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1155,Doris O. Matsui,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1156,Kevin McCarthy,rep,CA,2007-01-04,2009-01-03,Republican,2007,2009,Y
1157,Kevin McCarthy,rep,CA,2009-01-06,2011-01-03,Republican,2009,2011,Y
1158,Kevin McCarthy,rep,CA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1159,Kevin McCarthy,rep,CA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1160,Kevin McCarthy,rep,CA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1161,Kevin McCarthy,rep,CA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1162,Kevin McCarthy,rep,CA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1163,Kevin McCarthy,rep,CA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1164,Michael T. McCaul,rep,TX,2005-01-04,2007-01-03,Republican,2005,2007,Y
1165,Michael T. McCaul,rep,TX,2007-01-04,2009-01-03,Republican,2007,2009,Y
1166,Michael T. McCaul,rep,TX,2009-01-06,2011-01-03,Republican,2009,2011,Y
1167,Michael T. McCaul,rep,TX,2011-01-05,2013-01-03,Republican,2011,2013,Y
1168,Michael T. McCaul,rep,TX,2013-01-03,2015-01-03,Republican,2013,2015,Y
1169,Michael T. McCaul,rep,TX,2015-01-06,2017-01-03,Republican,2015,2017,Y
1170,Michael T. McCaul,rep,TX,2017-01-03,2019-01-03,Republican,2017,2019,Y
1171,Michael T. McCaul,rep,TX,2019-01-03,2021-01-03,Republican,2019,2021,Y
1172,Michael T. McCaul,rep,TX,2021-01-03,2023-01-03,Republican,2021,2023,Y
1173,Tom McClintock,rep,CA,2009-01-06,2011-01-03,Republican,2009,2011,Y
1174,Tom McClintock,rep,CA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1175,Tom McClintock,rep,CA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1176,Tom McClintock,rep,CA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1177,Tom McClintock,rep,CA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1178,Tom McClintock,rep,CA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1179,Tom McClintock,rep,CA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1180,Betty McCollum,rep,MN,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1181,Betty McCollum,rep,MN,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1182,Betty McCollum,rep,MN,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1183,Betty McCollum,rep,MN,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1184,Betty McCollum,rep,MN,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1185,Betty McCollum,rep,MN,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1186,Betty McCollum,rep,MN,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1187,Betty McCollum,rep,MN,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1188,Betty McCollum,rep,MN,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1189,Betty McCollum,rep,MN,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1190,Betty McCollum,rep,MN,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1191,James P. McGovern,rep,MA,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1192,James P. McGovern,rep,MA,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1193,James P. McGovern,rep,MA,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1194,James P. McGovern,rep,MA,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1195,James P. McGovern,rep,MA,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1196,James P. McGovern,rep,MA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1197,James P. McGovern,rep,MA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1198,James P. McGovern,rep,MA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1199,James P. McGovern,rep,MA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1200,James P. McGovern,rep,MA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1201,James P. McGovern,rep,MA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1202,James P. McGovern,rep,MA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1203,James P. McGovern,rep,MA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1204,Patrick T. McHenry,rep,NC,2005-01-04,2007-01-03,Republican,2005,2007,Y
1205,Patrick T. McHenry,rep,NC,2007-01-04,2009-01-03,Republican,2007,2009,Y
1206,Patrick T. McHenry,rep,NC,2009-01-06,2011-01-03,Republican,2009,2011,Y
1207,Patrick T. McHenry,rep,NC,2011-01-05,2013-01-03,Republican,2011,2013,Y
1208,Patrick T. McHenry,rep,NC,2013-01-03,2015-01-03,Republican,2013,2015,Y
1209,Patrick T. McHenry,rep,NC,2015-01-06,2017-01-03,Republican,2015,2017,Y
1210,Patrick T. McHenry,rep,NC,2017-01-03,2019-01-03,Republican,2017,2019,Y
1211,Patrick T. McHenry,rep,NC,2019-01-03,2021-01-03,Republican,2019,2021,Y
1212,Patrick T. McHenry,rep,NC,2021-01-03,2023-01-03,Republican,2021,2023,Y
1213,David B. McKinley,rep,WV,2011-01-05,2013-01-03,Republican,2011,2013,Y
1214,David B. McKinley,rep,WV,2013-01-03,2015-01-03,Republican,2013,2015,Y
1215,David B. McKinley,rep,WV,2015-01-06,2017-01-03,Republican,2015,2017,Y
1216,David B. McKinley,rep,WV,2017-01-03,2019-01-03,Republican,2017,2019,Y
1217,David B. McKinley,rep,WV,2019-01-03,2021-01-03,Republican,2019,2021,Y
1218,David B. McKinley,rep,WV,2021-01-03,2023-01-03,Republican,2021,2023,Y
1219,Cathy McMorris Rodgers,rep,WA,2005-01-04,2007-01-03,Republican,2005,2007,Y
1220,Cathy McMorris Rodgers,rep,WA,2007-01-04,2009-01-03,Republican,2007,2009,Y
1221,Cathy McMorris Rodgers,rep,WA,2009-01-06,2011-01-03,Republican,2009,2011,Y
1222,Cathy McMorris Rodgers,rep,WA,2011-01-05,2013-01-03,Republican,2011,2013,Y
1223,Cathy McMorris Rodgers,rep,WA,2013-01-03,2015-01-03,Republican,2013,2015,Y
1224,Cathy McMorris Rodgers,rep,WA,2015-01-06,2017-01-03,Republican,2015,2017,Y
1225,Cathy McMorris Rodgers,rep,WA,2017-01-03,2019-01-03,Republican,2017,2019,Y
1226,Cathy McMorris Rodgers,rep,WA,2019-01-03,2021-01-03,Republican,2019,2021,Y
1227,Cathy McMorris Rodgers,rep,WA,2021-01-03,2023-01-03,Republican,2021,2023,Y
1228,Jerry McNerney,rep,CA,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1229,Jerry McNerney,rep,CA,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1230,Jerry McNerney,rep,CA,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1231,Jerry McNerney,rep,CA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1232,Jerry McNerney,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1233,Jerry McNerney,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1234,Jerry McNerney,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1235,Jerry McNerney,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1236,Gregory W. Meeks,rep,NY,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1237,Gregory W. Meeks,rep,NY,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1238,Gregory W. Meeks,rep,NY,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1239,Gregory W. Meeks,rep,NY,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1240,Gregory W. Meeks,rep,NY,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1241,Gregory W. Meeks,rep,NY,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1242,Gregory W. Meeks,rep,NY,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1243,Gregory W. Meeks,rep,NY,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1244,Gregory W. Meeks,rep,NY,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1245,Gregory W. Meeks,rep,NY,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1246,Gregory W. Meeks,rep,NY,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1247,Gregory W. Meeks,rep,NY,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1248,Gregory W. Meeks,rep,NY,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1249,Gwen Moore,rep,WI,2005-01-04,2007-01-03,Democrat,2005,2007,Y
1250,Gwen Moore,rep,WI,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1251,Gwen Moore,rep,WI,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1252,Gwen Moore,rep,WI,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1253,Gwen Moore,rep,WI,2013-01-03,2015-01-03,Democrat,2013,2015,Y
1254,Gwen Moore,rep,WI,2015-01-06,2017-01-03,Democrat,2015,2017,Y
1255,Gwen Moore,rep,WI,2017-01-03,2019-01-03,Democrat,2017,2019,Y
1256,Gwen Moore,rep,WI,2019-01-03,2021-01-03,Democrat,2019,2021,Y
1257,Gwen Moore,rep,WI,2021-01-03,2023-01-03,Democrat,2021,2023,Y
1258,Jerry Moran,rep,KS,1997-01-07,1999-01-03,Republican,1997,1999,Y
1259,Jerry Moran,rep,KS,1999-01-06,2001-01-03,Republican,1999,2001,Y
1260,Jerry Moran,rep,KS,2001-01-03,2003-01-03,Republican,2001,2003,Y
1261,Jerry Moran,rep,KS,2003-01-07,2005-01-03,Republican,2003,2005,Y
1262,Jerry Moran,rep,KS,2005-01-04,2007-01-03,Republican,2005,2007,Y
1263,Jerry Moran,rep,KS,2007-01-04,2009-01-03,Republican,2007,2009,Y
1264,Jerry Moran,rep,KS,2009-01-06,2011-01-03,Republican,2009,2011,Y
1265,Jerry Moran,sen,KS,2011-01-05,2017-01-03,Republican,2011,2017,Y
1266,Jerry Moran,sen,KS,2017-01-03,2023-01-03,Republican,2017,2023,Y
1267,Lisa Murkowski,sen,AK,2003-01-07,2005-01-03,Republican,2003,2005,
1268,Lisa Murkowski,sen,AK,2005-01-04,2011-01-03,Republican,2005,2011,
1269,Lisa Murkowski,sen,AK,2011-01-05,2017-01-03,Republican,2011,2017,
1270,Lisa Murkowski,sen,AK,2017-01-03,2023-01-03,Republican,2017,2023,
1271,Christopher Murphy,rep,CT,2007-01-04,2009-01-03,Democrat,2007,2009,Y
1272,Christopher Murphy,rep,CT,2009-01-06,2011-01-03,Democrat,2009,2011,Y
1273,Christopher Murphy,rep,CT,2011-01-05,2013-01-03,Democrat,2011,2013,Y
1274,Christopher Murphy,sen,CT,2013-01-03,2019-01-03,Democrat,2013,2019,Y
1275,Christopher Murphy,sen,CT,2019-01-03,2025-01-03,Democrat,2019,2025,Y
1276,Patty Murray,sen,WA,1993-01-05,1999-01-03,Democrat,1993,1999,
1277,Patty Murray,sen,WA,1999-01-06,2005-01-03,Democrat,1999,2005,
1278,Patty Murray,sen,WA,2005-01-04,2011-01-03,Democrat,2005,2011,
1279,Patty Murray,sen,WA,2011-01-05,2017-01-03,Democrat,2011,2017,
1280,Patty Murray,sen,WA,2017-01-03,2023-01-03,Democrat,2017,2023,
1281,Jerrold Nadler,rep,NY,1992-11-03,1993-01-03,Democrat,1992,1993,Y
1282,Jerrold Nadler,rep,NY,1993-01-05,1995-01-03,Democrat,1993,1995,Y
1283,Jerrold Nadler,rep,NY,1995-01-04,1997-01-03,Democrat,1995,1997,Y
1284,Jerrold Nadler,rep,NY,1997-01-07,1999-01-03,Democrat,1997,1999,Y
1285,Jerrold Nadler,rep,NY,1999-01-06,2001-01-03,Democrat,1999,2001,Y
1286,Jerrold Nadler,rep,NY,2001-01-03,2003-01-03,Democrat,2001,2003,Y
1287,Jerrold Nadler,rep,NY,2003-01-07,2005-01-03,Democrat,2003,2005,Y
1288,Jerrold Nadler,rep,NY,2005-01-04,2007-01-03,Democrat,2005,2007,Y
