,Name,Congress,State,Start_Date,End_Date,Party,Since_Year,End_Year,Previously_Rep?
2196,Brad R. Wenstrup,rep,OH,2013-01-03,2015-01-03,Republican,2013,2015,Y
2197,Brad R. Wenstrup,rep,OH,2015-01-06,2017-01-03,Republican,2015,2017,Y
2198,Brad R. Wenstrup,rep,OH,2017-01-03,2019-01-03,Republican,2017,2019,Y
2199,Brad R. Wenstrup,rep,OH,2019-01-03,2021-01-03,Republican,2019,2021,Y
2200,Brad R. Wenstrup,rep,OH,2021-01-03,2023-01-03,Republican,2021,2023,Y
2201,Joyce Beatty,rep,OH,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2202,Joyce Beatty,rep,OH,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2203,Joyce Beatty,rep,OH,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2204,Joyce Beatty,rep,OH,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2205,Joyce Beatty,rep,OH,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2206,David P. Joyce,rep,OH,2013-01-03,2015-01-03,Republican,2013,2015,Y
2207,David P. Joyce,rep,OH,2015-01-06,2017-01-03,Republican,2015,2017,Y
2208,David P. Joyce,rep,OH,2017-01-03,2019-01-03,Republican,2017,2019,Y
2209,David P. Joyce,rep,OH,2019-01-03,2021-01-03,Republican,2019,2021,Y
2210,David P. Joyce,rep,OH,2021-01-03,2023-01-03,Republican,2021,2023,Y
2211,Markwayne Mullin,rep,OK,2013-01-03,2015-01-03,Republican,2013,2015,Y
2212,Markwayne Mullin,rep,OK,2015-01-06,2017-01-03,Republican,2015,2017,Y
2213,Markwayne Mullin,rep,OK,2017-01-03,2019-01-03,Republican,2017,2019,Y
2214,Markwayne Mullin,rep,OK,2019-01-03,2021-01-03,Republican,2019,2021,Y
2215,Markwayne Mullin,rep,OK,2021-01-03,2023-01-03,Republican,2021,2023,Y
2216,Scott Perry,rep,PA,2013-01-03,2015-01-03,Republican,2013,2015,Y
2217,Scott Perry,rep,PA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2218,Scott Perry,rep,PA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2219,Scott Perry,rep,PA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2220,Scott Perry,rep,PA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2221,Matt Cartwright,rep,PA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2222,Matt Cartwright,rep,PA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2223,Matt Cartwright,rep,PA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2224,Matt Cartwright,rep,PA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2225,Matt Cartwright,rep,PA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2226,Tom Rice,rep,SC,2013-01-03,2015-01-03,Republican,2013,2015,Y
2227,Tom Rice,rep,SC,2015-01-06,2017-01-03,Republican,2015,2017,Y
2228,Tom Rice,rep,SC,2017-01-03,2019-01-03,Republican,2017,2019,Y
2229,Tom Rice,rep,SC,2019-01-03,2021-01-03,Republican,2019,2021,Y
2230,Tom Rice,rep,SC,2021-01-03,2023-01-03,Republican,2021,2023,Y
2231,Ted Cruz,sen,TX,2013-01-03,2019-01-03,Republican,2013,2019,
2232,Ted Cruz,sen,TX,2019-01-03,2025-01-03,Republican,2019,2025,
2233,"Randy K. Weber, Sr.",rep,TX,2013-01-03,2015-01-03,Republican,2013,2015,Y
2234,"Randy K. Weber, Sr.",rep,TX,2015-01-06,2017-01-03,Republican,2015,2017,Y
2235,"Randy K. Weber, Sr.",rep,TX,2017-01-03,2019-01-03,Republican,2017,2019,Y
2236,"Randy K. Weber, Sr.",rep,TX,2019-01-03,2021-01-03,Republican,2019,2021,Y
2237,"Randy K. Weber, Sr.",rep,TX,2021-01-03,2023-01-03,Republican,2021,2023,Y
2238,Joaquin Castro,rep,TX,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2239,Joaquin Castro,rep,TX,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2240,Joaquin Castro,rep,TX,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2241,Joaquin Castro,rep,TX,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2242,Joaquin Castro,rep,TX,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2243,Roger Williams,rep,TX,2013-01-03,2015-01-03,Republican,2013,2015,Y
2244,Roger Williams,rep,TX,2015-01-06,2017-01-03,Republican,2015,2017,Y
2245,Roger Williams,rep,TX,2017-01-03,2019-01-03,Republican,2017,2019,Y
2246,Roger Williams,rep,TX,2019-01-03,2021-01-03,Republican,2019,2021,Y
2247,Roger Williams,rep,TX,2021-01-03,2023-01-03,Republican,2021,2023,Y
2248,Marc A. Veasey,rep,TX,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2249,Marc A. Veasey,rep,TX,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2250,Marc A. Veasey,rep,TX,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2251,Marc A. Veasey,rep,TX,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2252,Marc A. Veasey,rep,TX,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2253,Filemon Vela,rep,TX,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2254,Filemon Vela,rep,TX,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2255,Filemon Vela,rep,TX,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2256,Filemon Vela,rep,TX,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2257,Filemon Vela,rep,TX,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2258,Chris Stewart,rep,UT,2013-01-03,2015-01-03,Republican,2013,2015,Y
2259,Chris Stewart,rep,UT,2015-01-06,2017-01-03,Republican,2015,2017,Y
2260,Chris Stewart,rep,UT,2017-01-03,2019-01-03,Republican,2017,2019,Y
2261,Chris Stewart,rep,UT,2019-01-03,2021-01-03,Republican,2019,2021,Y
2262,Chris Stewart,rep,UT,2021-01-03,2023-01-03,Republican,2021,2023,Y
2263,Tim Kaine,sen,VA,2013-01-03,2019-01-03,Democrat,2013,2019,
2264,Tim Kaine,sen,VA,2019-01-03,2025-01-03,Democrat,2019,2025,
2265,Derek Kilmer,rep,WA,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2266,Derek Kilmer,rep,WA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2267,Derek Kilmer,rep,WA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2268,Derek Kilmer,rep,WA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2269,Derek Kilmer,rep,WA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2270,Mark Pocan,rep,WI,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2271,Mark Pocan,rep,WI,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2272,Mark Pocan,rep,WI,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2273,Mark Pocan,rep,WI,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2274,Mark Pocan,rep,WI,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2275,Robin L. Kelly,rep,IL,2013-04-09,2015-01-03,Democrat,2013,2015,Y
2276,Robin L. Kelly,rep,IL,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2277,Robin L. Kelly,rep,IL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2278,Robin L. Kelly,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2279,Robin L. Kelly,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2280,Jason Smith,rep,MO,2013-06-04,2015-01-03,Republican,2013,2015,Y
2281,Jason Smith,rep,MO,2015-01-06,2017-01-03,Republican,2015,2017,Y
2282,Jason Smith,rep,MO,2017-01-03,2019-01-03,Republican,2017,2019,Y
2283,Jason Smith,rep,MO,2019-01-03,2021-01-03,Republican,2019,2021,Y
2284,Jason Smith,rep,MO,2021-01-03,2023-01-03,Republican,2021,2023,Y
2285,Cory A. Booker,sen,NJ,2013-10-31,2015-01-03,Democrat,2013,2015,
2286,Cory A. Booker,sen,NJ,2015-01-06,2021-01-03,Democrat,2015,2021,
2287,Cory A. Booker,sen,NJ,2021-01-03,2027-01-03,Democrat,2021,2027,
2288,Katherine M. Clark,rep,MA,2013-12-12,2015-01-03,Democrat,2013,2015,Y
2289,Katherine M. Clark,rep,MA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2290,Katherine M. Clark,rep,MA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2291,Katherine M. Clark,rep,MA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2292,Katherine M. Clark,rep,MA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2293,Donald Norcross,rep,NJ,2014-11-12,2015-01-03,Democrat,2014,2015,Y
2294,Donald Norcross,rep,NJ,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2295,Donald Norcross,rep,NJ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2296,Donald Norcross,rep,NJ,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2297,Donald Norcross,rep,NJ,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2298,Alma S. Adams,rep,NC,2014-11-12,2015-01-03,Democrat,2014,2015,Y
2299,Alma S. Adams,rep,NC,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2300,Alma S. Adams,rep,NC,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2301,Alma S. Adams,rep,NC,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2302,Alma S. Adams,rep,NC,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2303,Gary J. Palmer,rep,AL,2015-01-06,2017-01-03,Republican,2015,2017,Y
2304,Gary J. Palmer,rep,AL,2017-01-03,2019-01-03,Republican,2017,2019,Y
2305,Gary J. Palmer,rep,AL,2019-01-03,2021-01-03,Republican,2019,2021,Y
2306,Gary J. Palmer,rep,AL,2021-01-03,2023-01-03,Republican,2021,2023,Y
2307,J. Hill,rep,AR,2015-01-06,2017-01-03,Republican,2015,2017,Y
2308,J. Hill,rep,AR,2017-01-03,2019-01-03,Republican,2017,2019,Y
2309,J. Hill,rep,AR,2019-01-03,2021-01-03,Republican,2019,2021,Y
2310,J. Hill,rep,AR,2021-01-03,2023-01-03,Republican,2021,2023,Y
2311,Bruce Westerman,rep,AR,2015-01-06,2017-01-03,Republican,2015,2017,Y
2312,Bruce Westerman,rep,AR,2017-01-03,2019-01-03,Republican,2017,2019,Y
2313,Bruce Westerman,rep,AR,2019-01-03,2021-01-03,Republican,2019,2021,Y
2314,Bruce Westerman,rep,AR,2021-01-03,2023-01-03,Republican,2021,2023,Y
2315,Ruben Gallego,rep,AZ,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2316,Ruben Gallego,rep,AZ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2317,Ruben Gallego,rep,AZ,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2318,Ruben Gallego,rep,AZ,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2319,Mark DeSaulnier,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2320,Mark DeSaulnier,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2321,Mark DeSaulnier,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2322,Mark DeSaulnier,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2323,Pete Aguilar,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2324,Pete Aguilar,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2325,Pete Aguilar,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2326,Pete Aguilar,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2327,Ted Lieu,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2328,Ted Lieu,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2329,Ted Lieu,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2330,Ted Lieu,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2331,Norma J. Torres,rep,CA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2332,Norma J. Torres,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2333,Norma J. Torres,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2334,Norma J. Torres,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2335,Ken Buck,rep,CO,2015-01-06,2017-01-03,Republican,2015,2017,Y
2336,Ken Buck,rep,CO,2017-01-03,2019-01-03,Republican,2017,2019,Y
2337,Ken Buck,rep,CO,2019-01-03,2021-01-03,Republican,2019,2021,Y
2338,Ken Buck,rep,CO,2021-01-03,2023-01-03,Republican,2021,2023,Y
2339,"Earl L. ""Buddy"" Carter",rep,GA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2340,"Earl L. ""Buddy"" Carter",rep,GA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2341,"Earl L. ""Buddy"" Carter",rep,GA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2342,"Earl L. ""Buddy"" Carter",rep,GA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2343,Jody B. Hice,rep,GA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2344,Jody B. Hice,rep,GA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2345,Jody B. Hice,rep,GA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2346,Jody B. Hice,rep,GA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2347,Barry Loudermilk,rep,GA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2348,Barry Loudermilk,rep,GA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2349,Barry Loudermilk,rep,GA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2350,Barry Loudermilk,rep,GA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2351,Rick W. Allen,rep,GA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2352,Rick W. Allen,rep,GA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2353,Rick W. Allen,rep,GA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2354,Rick W. Allen,rep,GA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2355,Mike Bost,rep,IL,2015-01-06,2017-01-03,Republican,2015,2017,Y
2356,Mike Bost,rep,IL,2017-01-03,2019-01-03,Republican,2017,2019,Y
2357,Mike Bost,rep,IL,2019-01-03,2021-01-03,Republican,2019,2021,Y
2358,Mike Bost,rep,IL,2021-01-03,2023-01-03,Republican,2021,2023,Y
2359,Garret Graves,rep,LA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2360,Garret Graves,rep,LA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2361,Garret Graves,rep,LA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2362,Garret Graves,rep,LA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2363,Seth Moulton,rep,MA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2364,Seth Moulton,rep,MA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2365,Seth Moulton,rep,MA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2366,Seth Moulton,rep,MA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2367,John R. Moolenaar,rep,MI,2015-01-06,2017-01-03,Republican,2015,2017,Y
2368,John R. Moolenaar,rep,MI,2017-01-03,2019-01-03,Republican,2017,2019,Y
2369,John R. Moolenaar,rep,MI,2019-01-03,2021-01-03,Republican,2019,2021,Y
2370,John R. Moolenaar,rep,MI,2021-01-03,2023-01-03,Republican,2021,2023,Y
2371,Debbie Dingell,rep,MI,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2372,Debbie Dingell,rep,MI,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2373,Debbie Dingell,rep,MI,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2374,Debbie Dingell,rep,MI,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2375,Brenda L. Lawrence,rep,MI,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2376,Brenda L. Lawrence,rep,MI,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2377,Brenda L. Lawrence,rep,MI,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2378,Brenda L. Lawrence,rep,MI,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2379,Tom Emmer,rep,MN,2015-01-06,2017-01-03,Republican,2015,2017,Y
2380,Tom Emmer,rep,MN,2017-01-03,2019-01-03,Republican,2017,2019,Y
2381,Tom Emmer,rep,MN,2019-01-03,2021-01-03,Republican,2019,2021,Y
2382,Tom Emmer,rep,MN,2021-01-03,2023-01-03,Republican,2021,2023,Y
2383,David Rouzer,rep,NC,2015-01-06,2017-01-03,Republican,2015,2017,Y
2384,David Rouzer,rep,NC,2017-01-03,2019-01-03,Republican,2017,2019,Y
2385,David Rouzer,rep,NC,2019-01-03,2021-01-03,Republican,2019,2021,Y
2386,David Rouzer,rep,NC,2021-01-03,2023-01-03,Republican,2021,2023,Y
2387,Bonnie Watson Coleman,rep,NJ,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2388,Bonnie Watson Coleman,rep,NJ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2389,Bonnie Watson Coleman,rep,NJ,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2390,Bonnie Watson Coleman,rep,NJ,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2391,Lee M. Zeldin,rep,NY,2015-01-06,2017-01-03,Republican,2015,2017,Y
2392,Lee M. Zeldin,rep,NY,2017-01-03,2019-01-03,Republican,2017,2019,Y
2393,Lee M. Zeldin,rep,NY,2019-01-03,2021-01-03,Republican,2019,2021,Y
2394,Lee M. Zeldin,rep,NY,2021-01-03,2023-01-03,Republican,2021,2023,Y
2395,Kathleen M. Rice,rep,NY,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2396,Kathleen M. Rice,rep,NY,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2397,Kathleen M. Rice,rep,NY,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2398,Kathleen M. Rice,rep,NY,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2399,Elise M. Stefanik,rep,NY,2015-01-06,2017-01-03,Republican,2015,2017,Y
2400,Elise M. Stefanik,rep,NY,2017-01-03,2019-01-03,Republican,2017,2019,Y
2401,Elise M. Stefanik,rep,NY,2019-01-03,2021-01-03,Republican,2019,2021,Y
2402,Elise M. Stefanik,rep,NY,2021-01-03,2023-01-03,Republican,2021,2023,Y
2403,John Katko,rep,NY,2015-01-06,2017-01-03,Republican,2015,2017,Y
2404,John Katko,rep,NY,2017-01-03,2019-01-03,Republican,2017,2019,Y
2405,John Katko,rep,NY,2019-01-03,2021-01-03,Republican,2019,2021,Y
2406,John Katko,rep,NY,2021-01-03,2023-01-03,Republican,2021,2023,Y
2407,Brendan F. Boyle,rep,PA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2408,Brendan F. Boyle,rep,PA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2409,Brendan F. Boyle,rep,PA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2410,Brendan F. Boyle,rep,PA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2411,Brian Babin,rep,TX,2015-01-06,2017-01-03,Republican,2015,2017,Y
2412,Brian Babin,rep,TX,2017-01-03,2019-01-03,Republican,2017,2019,Y
2413,Brian Babin,rep,TX,2019-01-03,2021-01-03,Republican,2019,2021,Y
2414,Brian Babin,rep,TX,2021-01-03,2023-01-03,Republican,2021,2023,Y
2415,"Donald S. Beyer, Jr.",rep,VA,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2416,"Donald S. Beyer, Jr.",rep,VA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2417,"Donald S. Beyer, Jr.",rep,VA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2418,"Donald S. Beyer, Jr.",rep,VA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2419,Stacey E. Plaskett,rep,VI,2015-01-06,2017-01-03,Democrat,2015,2017,Y
2420,Stacey E. Plaskett,rep,VI,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2421,Stacey E. Plaskett,rep,VI,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2422,Stacey E. Plaskett,rep,VI,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2423,Dan Newhouse,rep,WA,2015-01-06,2017-01-03,Republican,2015,2017,Y
2424,Dan Newhouse,rep,WA,2017-01-03,2019-01-03,Republican,2017,2019,Y
2425,Dan Newhouse,rep,WA,2019-01-03,2021-01-03,Republican,2019,2021,Y
2426,Dan Newhouse,rep,WA,2021-01-03,2023-01-03,Republican,2021,2023,Y
2427,Glenn Grothman,rep,WI,2015-01-06,2017-01-03,Republican,2015,2017,Y
2428,Glenn Grothman,rep,WI,2017-01-03,2019-01-03,Republican,2017,2019,Y
2429,Glenn Grothman,rep,WI,2019-01-03,2021-01-03,Republican,2019,2021,Y
2430,Glenn Grothman,rep,WI,2021-01-03,2023-01-03,Republican,2021,2023,Y
2431,Alexander Mooney,rep,WV,2015-01-06,2017-01-03,Republican,2015,2017,Y
2432,Alexander Mooney,rep,WV,2017-01-03,2019-01-03,Republican,2017,2019,Y
2433,Alexander Mooney,rep,WV,2019-01-03,2021-01-03,Republican,2019,2021,Y
2434,Alexander Mooney,rep,WV,2021-01-03,2023-01-03,Republican,2021,2023,Y
2435,Aumua Amata Coleman Radewagen,rep,AS,2015-01-06,2017-01-03,Republican,2015,2017,Y
2436,Aumua Amata Coleman Radewagen,rep,AS,2017-01-03,2019-01-03,Republican,2017,2019,Y
2437,Aumua Amata Coleman Radewagen,rep,AS,2019-01-03,2021-01-03,Republican,2019,2021,Y
2438,Aumua Amata Coleman Radewagen,rep,AS,2021-01-03,2023-01-03,Republican,2021,2023,Y
2439,Dan Sullivan,sen,AK,2015-01-06,2021-01-03,Republican,2015,2021,
2440,Dan Sullivan,sen,AK,2021-01-03,2027-01-03,Republican,2021,2027,
2441,Joni Ernst,sen,IA,2015-01-06,2021-01-03,Republican,2015,2021,
2442,Joni Ernst,sen,IA,2021-01-03,2027-01-03,Republican,2021,2027,
2443,Thom Tillis,sen,NC,2015-01-06,2021-01-03,Republican,2015,2021,
2444,Thom Tillis,sen,NC,2021-01-03,2027-01-03,Republican,2021,2027,
2445,Mike Rounds,sen,SD,2015-01-06,2021-01-03,Republican,2015,2021,
2446,Mike Rounds,sen,SD,2021-01-03,2027-01-03,Republican,2021,2027,
2447,Ben Sasse,sen,NE,2015-01-06,2021-01-03,Republican,2015,2021,
2448,Ben Sasse,sen,NE,2021-01-03,2027-01-03,Republican,2021,2027,
2449,Trent Kelly,rep,MS,2015-06-09,2017-01-03,Republican,2015,2017,Y
2450,Trent Kelly,rep,MS,2017-01-03,2019-01-03,Republican,2017,2019,Y
2451,Trent Kelly,rep,MS,2019-01-03,2021-01-03,Republican,2019,2021,Y
2452,Trent Kelly,rep,MS,2021-01-03,2023-01-03,Republican,2021,2023,Y
2453,Darin LaHood,rep,IL,2015-09-17,2017-01-03,Republican,2015,2017,Y
2454,Darin LaHood,rep,IL,2017-01-03,2019-01-03,Republican,2017,2019,Y
2455,Darin LaHood,rep,IL,2019-01-03,2021-01-03,Republican,2019,2021,Y
2456,Darin LaHood,rep,IL,2021-01-03,2023-01-03,Republican,2021,2023,Y
2457,Warren Davidson,rep,OH,2016-06-09,2017-01-03,Republican,2016,2017,Y
2458,Warren Davidson,rep,OH,2017-01-03,2019-01-03,Republican,2017,2019,Y
2459,Warren Davidson,rep,OH,2019-01-03,2021-01-03,Republican,2019,2021,Y
2460,Warren Davidson,rep,OH,2021-01-03,2023-01-03,Republican,2021,2023,Y
2461,James Comer,rep,KY,2016-11-14,2017-01-03,Republican,2016,2017,Y
2462,James Comer,rep,KY,2017-01-03,2019-01-03,Republican,2017,2019,Y
2463,James Comer,rep,KY,2019-01-03,2021-01-03,Republican,2019,2021,Y
2464,James Comer,rep,KY,2021-01-03,2023-01-03,Republican,2021,2023,Y
2465,Dwight Evans,rep,PA,2016-11-14,2017-01-03,Democrat,2016,2017,Y
2466,Dwight Evans,rep,PA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2467,Dwight Evans,rep,PA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2468,Dwight Evans,rep,PA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2469,John Kennedy,sen,LA,2017-01-03,2023-01-03,Republican,2017,2023,
2470,Margaret Wood Hassan,sen,NH,2017-01-03,2023-01-03,Democrat,2017,2023,
2471,Catherine Cortez Masto,sen,NV,2017-01-03,2023-01-03,Democrat,2017,2023,
2472,Bradley Scott Schneider,rep,IL,2013-01-03,2015-01-03,Democrat,2013,2015,Y
2473,Bradley Scott Schneider,rep,IL,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2474,Bradley Scott Schneider,rep,IL,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2475,Bradley Scott Schneider,rep,IL,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2476,Tom O’Halleran,rep,AZ,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2477,Tom O’Halleran,rep,AZ,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2478,Tom O’Halleran,rep,AZ,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2479,Andy Biggs,rep,AZ,2017-01-03,2019-01-03,Republican,2017,2019,Y
2480,Andy Biggs,rep,AZ,2019-01-03,2021-01-03,Republican,2019,2021,Y
2481,Andy Biggs,rep,AZ,2021-01-03,2023-01-03,Republican,2021,2023,Y
2482,Ro Khanna,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2483,Ro Khanna,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2484,Ro Khanna,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2485,Jimmy Panetta,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2486,Jimmy Panetta,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2487,Jimmy Panetta,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2488,Salud O. Carbajal,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2489,Salud O. Carbajal,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2490,Salud O. Carbajal,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2491,Nanette Diaz Barragán,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2492,Nanette Diaz Barragán,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2493,Nanette Diaz Barragán,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2494,J. Luis Correa,rep,CA,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2495,J. Luis Correa,rep,CA,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2496,J. Luis Correa,rep,CA,2021-01-03,2023-01-03,Democrat,2021,2023,Y
2497,Lisa Blunt Rochester,rep,DE,2017-01-03,2019-01-03,Democrat,2017,2019,Y
2498,Lisa Blunt Rochester,rep,DE,2019-01-03,2021-01-03,Democrat,2019,2021,Y
2499,Lisa Blunt Rochester,rep,DE,2021-01-03,2023-01-03,Democrat,2021,2023,Y
